acci_id,acci_time,acci_name,acci_x,acci_y
4605134446,02/09/2024 14:05,مركبه عطلانه في الشارع - بسيط,24.95333498,55.21944402
4605136376,02/09/2024 14:09,صدم رصيف - بسيط,25.10897,55.34378999
4605136499,02/09/2024 14:09,الوقوف خلف المركبات (دبل بارك) - بسيط,25.18017,55.36700999
4605139182,02/09/2024 14:13,مركبه عطلانه في الشارع - بسيط,25.27884625,55.35369114
4605139847,02/09/2024 14:14,مركبه عطلانه في الشارع - بسيط,25.27962555,55.35450601
4605078274,02/09/2024 12:43,اصطدام بين مركبتين - بليغ,25.18239173,55.28494379
4605083542,02/09/2024 12:50,تدهور دراجة نارية - بليغ,25.11784,55.39038
4605092682,02/09/2024 13:03,مركبه عطلانه في الشارع - بسيط,24.87677553,55.03771873
4605104435,02/09/2024 13:22,صدم دراجة نارية - بسيط,25.12049027,55.38068174
4605130246,02/09/2024 13:59,مركبه عطلانه في الشارع - بسيط,24.99036027,55.14562664
4605044276,02/09/2024 11:46,اصطدام بين مركبتين - بسيط,25.16748999,55.32620999
4605059921,02/09/2024 12:13,صدم دراجة نارية - بليغ,25.11372999,55.21922
4605075804,02/09/2024 12:38,الوقوف خلف المركبات (دبل بارك) - بسيط,25.10739569,55.24028052
4605094195,02/09/2024 13:07,مركبه عطلانه في الشارع - بسيط,25.16432999,55.38319999
4605105633,02/09/2024 13:23,تدهور دراجة نارية - بسيط,25.05416701,55.123608
4605105885,02/09/2024 13:23,مركبه عطلانه في الشارع - بسيط,25.01007726,55.26859196
4605116029,02/09/2024 13:35,تدهور دراجة نارية - بليغ,25.19267,55.28633999
4605025328,02/09/2024 11:15,صدم علامة مرورية - بسيط,25.03472263,55.13949086
4605048416,02/09/2024 11:52,تدهور دراجة هوائية - بسيط,25.14313324,55.2475327
4605051671,02/09/2024 11:57,صدم عمود - بسيط,25.23314,55.47426999
4605062620,02/09/2024 12:17,مركبه عطلانه في الشارع - بسيط,25.06916,55.13603
4605071137,02/09/2024 12:30,تدهور مركبة ثقيلة - بسيط,25.02393823,55.45055252
4605082474,02/09/2024 12:49,وجود جسم في الشارع - بسيط,25.06422,55.2937
4605091215,02/09/2024 13:03,مركبه عطلانه في الشارع - بسيط,24.87677553,55.03771873
4605043390,02/09/2024 11:44,صدم حاجز - بسيط,25.0233,55.28213999
4605050210,02/09/2024 11:54,صدم عمود - بسيط,25.19275334,55.42546141
4605050879,02/09/2024 11:55,صدم حاجز - بسيط,25.28759346,55.36608578
4605057850,02/09/2024 12:09,عبور شخص أو عدة أشخاص من مكان غير مخصص لعبور المشا,25.27985347,55.35382156
4605057850,02/09/2024 12:09,عبور شخص أو عدة أشخاص من مكان غير مخصص لعبور المشا,25.26373,55.33666999
4605060889,02/09/2024 12:14,صدم جدار - بسيط,25.2142492,55.41776959
4605065833,02/09/2024 12:20,الوقوف خلف المركبات (دبل بارك) - بسيط,25.2266,55.27016
4604946127,02/09/2024 8:57,سقوط مركبة في حفرة - بسيط,25.23007584,55.55078934
4605005146,02/09/2024 10:38,مركبات مخالفة,25.26031,55.28271999
4605019075,02/09/2024 11:04,صدم دراجة هوائية - بسيط,25.05771999,55.20672999
4605019519,02/09/2024 11:05,مركبات مخالفة,25.10926378,55.23965954
4605023734,02/09/2024 11:12,صدم دراجة هوائية - بسيط,25.17920018,55.30235583
4605024937,02/09/2024 11:15,مركبه عطلانه في الشارع - بسيط,25.23638974,55.36166642
4605025126,02/09/2024 11:15,تدهور دراجة هوائية - بسيط,25.24973119,55.34883096
4605040102,02/09/2024 11:38,صدم دراجة نارية - بليغ,24.95636579,55.08626826
4605048691,02/09/2024 11:52,مركبه عطلانه في الشارع - بسيط,25.24383649,55.287977
4605049619,02/09/2024 11:53,مركبه عطلانه في الشارع - بسيط,25.17144894,55.24158723
4605051598,02/09/2024 11:57,الوقوف خلف المركبات (دبل بارك) - بسيط,25.15468257,55.21738354
4604960454,02/09/2024 9:23,مركبات مخالفة,25.23055603,55.27778004
4604965725,02/09/2024 9:32,مركبه عطلانه في الشارع - بسيط,25.15542999,55.23588999
4604992213,02/09/2024 10:17,الوقوف خلف المركبات (دبل بارك) - بسيط,25.12641,55.41083999
4605014472,02/09/2024 10:58,اصطدام بين مركبتين - بسيط,25.22360163,55.55965638
4605017266,02/09/2024 11:02,صدم عمود - بسيط,25.25544291,55.38402547
4605021141,02/09/2024 11:07,مركبه عطلانه في الشارع - بسيط,25.27609123,55.34860579
4605025798,02/09/2024 11:16,مركبه عطلانه في الشارع - بسيط,25.18197406,55.28776002
4605027573,02/09/2024 11:19,اصطدام بين مركبتين - بسيط,24.8179731,56.15970698
4605033138,02/09/2024 11:27,الوقوف خلف المركبات (دبل بارك) - بسيط,25.13567704,55.36416467
4605035429,02/09/2024 11:30,الوقوف خلف المركبات (دبل بارك) - بسيط,25.07317673,55.2485931
4605037484,02/09/2024 11:34,صدم عمود - بسيط,24.95627,55.15084
4604972109,02/09/2024 9:44,صدم حاجز - بسيط,25.26375267,55.41155659
4604988115,02/09/2024 10:10,صدم عمود - بسيط,25.12997,55.11526
4605001623,02/09/2024 10:33,تدهور دراجة نارية - بليغ,25.21880594,55.42560558
4605014190,02/09/2024 10:57,صدم جدار - بسيط,25.0531575,55.14451126
4605017772,02/09/2024 11:02,الوقوف خلف المركبات (دبل بارك) - بسيط,25.23825999,55.27112999
4604912373,02/09/2024 8:04,صدم دراجة هوائية - بسيط,25.29097294,55.37984394
4604933466,02/09/2024 8:36,صدم رصيف - بسيط,25.04747,55.1474
4604971718,02/09/2024 9:43,صدم رصيف - بسيط,25.04299683,55.15459674
4604930604,02/09/2024 8:32,صدم دراجة نارية - بليغ,25.05489999,55.20745
4604947735,02/09/2024 9:00,اصطدام بين مركبتين - بليغ,25.01175566,55.27035466
4604954241,02/09/2024 9:12,مركبه عطلانه في الشارع - بسيط,25.18189593,55.31664077
4604955960,02/09/2024 9:15,صدم حاجز - بسيط,25.02331,55.28199
4604956647,02/09/2024 9:16,مركبه عطلانه في الشارع - بسيط,25.03829259,55.18555176
4604958084,02/09/2024 9:20,صدم عمود - بسيط,25.0423161,55.25100419
4604959404,02/09/2024 9:21,الوقوف خلف المركبات (دبل بارك) - بسيط,25.08653061,55.21253627
4604960791,02/09/2024 9:24,مركبه عطلانه في الشارع - بسيط,25.2015152,55.54646279
4604963812,02/09/2024 9:29,الوقوف خلف المركبات (دبل بارك) - بسيط,25.22978999,55.37319999
4604963983,02/09/2024 9:29,مركبات مخالفة,25.26807997,55.38654004
4604972901,02/09/2024 9:45,اصطدام بين مركبتين - بليغ,25.06216972,55.17174074
4604974893,02/09/2024 9:47,مركبه عطلانه في الشارع - بسيط,25.2038603,55.31273771
4604979184,02/09/2024 9:54,مركبه عطلانه في الشارع - بسيط,25.16689999,55.46628
4604979221,02/09/2024 9:54,مركبات مخالفة,25.11056,55.39288
4604961431,02/09/2024 9:25,مركبه عطلانه في الشارع - بسيط,25.05297173,55.22659676
4604871606,02/09/2024 6:49,صدم دراجة نارية - بسيط,25.02728,55.13929
4604895021,02/09/2024 7:33,اصطدام بين مركبتين - بسيط,25.23162999,55.41417999
4604905083,02/09/2024 7:49,اصطدام بين مركبتين - بسيط,25.22284949,55.26443198
4604963209,02/09/2024 9:28,مركبه عطلانه في الشارع - بسيط,25.17241,55.24227999
4604924851,02/09/2024 8:26,صدم رصيف - بسيط,25.25500464,55.33715164
4604939405,02/09/2024 8:47,مركبه عطلانه في الشارع - بسيط,25.25809,55.38114
4604941160,02/09/2024 8:50,مركبه عطلانه في الشارع - بسيط,25.27658999,55.29773999
4604941943,02/09/2024 8:50,صدم جدار - بسيط,25.076113,55.13444504
4604942762,02/09/2024 8:52,مركبه عطلانه في الشارع - بسيط,25.21602953,55.27593392
4604957350,02/09/2024 9:19,تعطل مركبة نقل أموال - بسيط,25.262598,55.33398794
4604959350,02/09/2024 9:21,الوقوف خلف المركبات (دبل بارك) - بسيط,25.2771188,55.3377117
4604901395,02/09/2024 7:42,الوقوف خلف المركبات (دبل بارك) - بسيط,25.22996563,55.30522177
4604916870,02/09/2024 8:12,مركبه عطلانه في الشارع - بسيط,25.2346807,55.42515774
4604937544,02/09/2024 8:43,الوقوف خلف المركبات (دبل بارك) - بسيط,25.09395999,55.38430999
4604940449,02/09/2024 8:48,مركبه عطلانه في الشارع - بسيط,25.25430895,55.33669782
4604943356,02/09/2024 8:53,الوقوف خلف المركبات (دبل بارك) - بسيط,25.179317,55.33277185
